"","country","year","sex","sui_rate_1e5","population","gdp_per_capita"
"1416","Estonia",2005,"male",36.9229736420318,595835,10870
"1417","Estonia",2006,"female",8.14350010542924,687665,13264
"1418","Estonia",2006,"male",32.3044397463002,591250,13264
"1419","Estonia",2007,"female",6.73114912421897,683390,17504
"1420","Estonia",2007,"male",34.9218517098931,587025,17504
"1421","Estonia",2008,"female",7.7942895799172,679985,19141
"1422","Estonia",2008,"male",32.3619054141981,584020,19141
"1423","Estonia",2009,"female",7.23915050784857,676875,15609
"1424","Estonia",2009,"male",37.7919211179537,582135,15609
"1425","Estonia",2010,"female",6.2339050220042,673735,15540
"1426","Estonia",2010,"male",31.1805543592482,580490,15540
"1427","Estonia",2011,"female",5.96488768862093,670591,18545
"1428","Estonia",2011,"male",30.7513699908091,578836,18545
"1429","Estonia",2012,"female",7.00583869578114,670869,18411
"1430","Estonia",2012,"male",32.7156391086194,580762,18411
"1431","Estonia",2013,"female",7.05723719674526,665983,20221
"1432","Estonia",2013,"male",29.630245723108,577113,20221
"1433","Estonia",2014,"female",7.2234762979684,664500,21117
"1434","Estonia",2014,"male",33.4284803724591,577352,21117
"1435","Estonia",2015,"female",5.41830846430087,664414,18149
"1436","Estonia",2015,"male",27.4594325741405,579036,18149
"1437","Fiji",2001,"female",2.25684600129204,354477,2307
"1438","Fiji",2001,"male",7.67161120274424,364982,2307
"1439","Fiji",2002,"female",4.49439464717597,355999,2548
"1440","Fiji",2002,"male",7.08084142183296,367188,2548
"1441","Fiji",2003,"female",1.12104167192155,356811,3192
"1442","Fiji",2003,"male",1.62698627908238,368780,3192
"1443","Fiji",2004,"female",2.2356797724078,357833,3744
"1444","Fiji",2004,"male",4.31761451797882,370575,3744
"1445","Fiji",2005,"female",1.66857625949698,359588,4104
"1446","Fiji",2005,"male",4.2893257448012,373019,4104
"1447","Fiji",2006,"female",2.48718409307596,361855,4206
"1448","Fiji",2006,"male",3.99038052268664,375904,4206
"1449","Fiji",2007,"female",0.821341743872791,365256,4570
"1450","Fiji",2007,"male",2.63297165079424,379799,4570
"1451","Fiji",2008,"female",3.24863422003,369386,4675
"1452","Fiji",2008,"male",6.50580838572678,384272,4675
"1453","Fiji",2009,"female",1.87328560915234,373675,3765
"1454","Fiji",2009,"male",4.88773641209277,388728,3765
"1455","Fiji",2011,"female",2.10125970519326,380724,4862
"1456","Fiji",2011,"male",7.58339842416981,395601,4862
"1457","Fiji",2012,"female",2.60257394563223,384235,5073
"1458","Fiji",2012,"male",5.5178779244753,398704,5073
"1459","Finland",1987,"female",12.4832439678284,2387200,19861
"1460","Finland",1987,"male",47.8243297858009,2226900,19861
"1461","Finland",1988,"female",12.3106455786003,2396300,23546
"1462","Finland",1988,"male",49.479283064408,2237300,23546
"1463","Finland",1989,"female",12.2625431267407,2405700,25582
"1464","Finland",1989,"male",49.7198256693053,2248600,25582
"1465","Finland",1990,"female",13.210750817907,2414700,30271
"1466","Finland",1990,"male",52.7782693328614,2260400,30271
"1467","Finland",1991,"female",12.4943301307163,2425100,27214
"1468","Finland",1991,"male",52.3445060262162,2273400,27214
"1469","Finland",1992,"female",12.1169802020866,2434600,23857
"1470","Finland",1992,"male",50.5620434763592,2286300,23857
"1471","Finland",1993,"female",11.9091467157766,2443500,18826
"1472","Finland",1993,"male",48.139281828074,2297500,18826
"1473","Finland",1994,"female",12.5193703613082,2452200,21699
"1474","Finland",1994,"male",46.7653936087295,2309400,21699
"1475","Finland",1995,"female",12.5152377082487,2461000,28068
"1476","Finland",1995,"male",46.5457052967289,2320300,28068
"1477","Finland",1996,"female",11.4146933819065,2470500,27508
"1478","Finland",1996,"male",41.3861131363383,2331700,27508
"1479","Finland",1997,"female",11.4525364948786,2479800,26296
"1480","Finland",1997,"male",44.2946146624563,2343400,26296
"1481","Finland",1998,"female",10.6851640514125,2489433,27646
"1482","Finland",1998,"male",40.8450943428271,2355240,27646
"1483","Finland",1999,"female",10.1269389785881,2498287,27800
"1484","Finland",1999,"male",40.3217625935769,2365968,27800
"1485","Finland",2000,"female",11.6523327012342,2505936,25716
"1486","Finland",2000,"male",36.7442181520647,2375884,25716
"1487","Finland",2001,"female",10.7832542030817,2513156,26383
"1488","Finland",2001,"male",39.105936851247,2385827,26383
"1489","Finland",2002,"female",10.7536780753535,2520068,28390
"1490","Finland",2002,"male",34.3971687456638,2395546,28390
"1491","Finland",2003,"female",10.2933526320499,2525902,34701
"1492","Finland",2003,"male",33.9024789991822,2403954,34701
"1493","Finland",2004,"female",9.95111711161718,2532379,39793
"1494","Finland",2004,"male",33.6596216360068,2412386,39793
"1495","Finland",2005,"female",10.6298919648647,2540007,41202
"1496","Finland",2005,"male",29.8954032514141,2421777,41202
"1497","Finland",2006,"female",10.1646037884538,2548058,43487
"1498","Finland",2006,"male",33.0224100026237,2431682,43487
"1499","Finland",2007,"female",9.54385459859291,2556619,51089
"1500","Finland",2007,"male",30.750534142101,2442234,51089
"1501","Finland",2008,"female",9.04223973160138,2565736,56521
"1502","Finland",2008,"male",32.6357991492691,2454360,56521
"1503","Finland",2009,"female",10.6000687257203,2575455,49878
"1504","Finland",2009,"male",30.8489209566327,2466861,49878
"1505","Finland",2010,"female",9.12970682809226,2584968,48939
"1506","Finland",2010,"male",28.968830667905,2478526,48939
"1507","Finland",2011,"female",7.78400541026911,2595065,53809
"1508","Finland",2011,"male",28.5035248020812,2490920,53809
"1509","Finland",2012,"female",8.36547774552677,2605948,50232
"1510","Finland",2012,"male",26.1529038507456,2504502,50232
"1511","Finland",2013,"female",8.44469375184369,2617028,52572
"1512","Finland",2013,"male",26.4453096305003,2518405,52572
"1513","Finland",2014,"female",7.22977204909244,2628022,52832
"1514","Finland",2014,"male",23.6579167920655,2531922,52832
"1515","Finland",2015,"female",6.55901291784325,2637592,44862
"1516","Finland",2015,"male",21.9321949292608,2544205,44862
"1517","France",1985,"female",13.6363120266746,26422100,10765
"1518","France",1985,"male",35.6483243524769,24960500,10765
"1519","France",1986,"female",13.7696029519739,26558500,14940
"1520","France",1986,"male",35.3760701141588,25079100,14940
"1521","France",1987,"female",13.3845646833243,26702400,17999
"1522","France",1987,"male",34.0775604800305,25198400,17999
"1523","France",1988,"female",12.537818382342,26838800,19534
"1524","France",1988,"male",32.5212885286822,25318800,19534
"1525","France",1989,"female",12.5031981044974,26969100,19558
"1526","France",1989,"male",32.7834711263399,25448800,19558
"1527","France",1990,"female",11.8288719840961,27263800,23968
"1528","France",1990,"male",31.8345134706938,25689100,23968
"1529","France",1991,"female",11.9615742175395,27429500,23821
"1530","France",1991,"male",31.7985255324251,25853400,23821
"1531","France",1992,"female",11.6014913097511,27599900,26136
"1532","France",1992,"male",32.4412813575996,26022400,26136
"1533","France",1993,"female",12.209968232472,27764200,24521
"1534","France",1993,"male",33.8448963378302,26181200,24521
"1535","France",1994,"female",11.3500832721477,27920500,25697
"1536","France",1994,"male",33.6997561401776,26326600,25697
"1537","France",1995,"female",11.4515376201182,28066100,29363
"1538","France",1995,"male",32.5178366285749,26462400,29363
"1539","France",1996,"female",11.0103259482001,28200800,29305
"1540","France",1996,"male",30.7399551724657,26590800,29305
"1541","France",1997,"female",10.7304848131872,28330500,26394
"1542","France",1997,"male",30.316301703163,26715000,26394
"1543","France",1998,"female",9.71160436547688,28450500,27190
"1544","France",1998,"male",28.9636305357396,26830200,27190
"1545","France",1999,"female",10.001022631846,28407095,27118
"1546","France",1999,"male",27.883003861873,26636298,27118
"1547","France",2000,"female",10.0772784195293,28519605,24648
"1548","France",2000,"male",29.8152921156516,26748019,24648
"1549","France",2001,"female",9.73762087053213,28641493,24796
"1550","France",2001,"male",28.5078637974655,26869779,24796
"1551","France",2002,"female",10.100074588098,28861173,26714
"1552","France",2002,"male",28.5436278714638,27074344,26714
"1553","France",2003,"female",9.74362369595629,29075425,32656
"1554","France",2003,"male",29.4594347651457,27284977,32656
"1555","France",2004,"female",10.0629845925094,29305421,37240
"1556","France",2004,"male",28.5548092933163,27508501,37240
"1557","France",2005,"female",9.78201239873463,29482686,38420
"1558","France",2005,"male",28.2860023019726,27678001,38420
"1559","France",2006,"female",9.45285410725509,29938048,40097
"1560","France",2006,"male",27.2283273290323,27886399,40097
"1561","France",2007,"female",8.99424092907719,30108155,45682
"1562","France",2007,"male",26.4408499049284,28058856,45682
"1563","France",2008,"female",9.0325748877767,30268224,49901
"1564","France",2008,"male",27.0036129692906,28214743,49901
"1565","France",2009,"female",8.9895534746745,30413079,45775
"1566","France",2009,"male",27.3823837576374,28357648,45775
"1567","France",2010,"female",8.96101953230613,30554559,44747
"1568","France",2010,"male",26.8089046122263,28501724,44747
"1569","France",2011,"female",8.52815648391861,30698311,48217
"1570","France",2011,"male",27.1937084301055,28646332,48217
"1571","France",2012,"female",7.83642015986362,30843165,45002
"1572","France",2012,"male",25.4416590045345,28795292,45002
"1573","France",2013,"female",7.66550288732866,30982964,46922
"1574","France",2013,"male",24.9765747384676,28927105,46922
"1575","France",2014,"female",7.12387435565038,31162818,47318
"1576","France",2014,"male",22.8797062604317,29113136,47318
"1577","Georgia",1990,"female",2.12145319543888,2639700,1555
"1578","Georgia",1990,"male",5.96582434908595,2346700,1555
"1579","Georgia",1991,"female",1.91898858013659,2657650,1267
"1580","Georgia",1991,"male",5.20987758905502,2360900,1267
"1581","Georgia",1992,"female",2.00563849312217,2642550,740
"1582","Georgia",1992,"male",6.43607612471496,2346150,740
"1583","Georgia",1994,"female",1.37738172256193,2395850,556
"1584","Georgia",1994,"male",4.23918419255317,2123050,556
"1585","Georgia",1995,"female",1.36781363539218,2339500,611
"1586","Georgia",1995,"male",5.11743548893234,2071350,611
"1587","Georgia",1996,"female",1.66138375778774,2287250,718
"1588","Georgia",1996,"male",6.12920765162375,2023100,718
"1589","Georgia",1997,"female",1.55469183786785,2251250,828
"1590","Georgia",1997,"male",7.0877422273607,1989350,828
"1591","Georgia",1998,"female",1.34207171136511,2235350,858
"1592","Georgia",1998,"male",5.97801307057095,1973900,858
"1593","Georgia",1999,"female",1.88789499707826,2224700,669
"1594","Georgia",1999,"male",7.48834721479331,1963050,669
"1595","Georgia",2000,"female",1.26476500214558,2213850,734
"1596","Georgia",2000,"male",5.22607915972845,1951750,734
"1597","Georgia",2001,"female",1.22665939757394,2201100,777
"1598","Georgia",2001,"male",3.76317756527567,1939850,777
"1599","Georgia",2004,"female",1.28697170960403,2175650,1253
"1600","Georgia",2004,"male",7.67944833350747,1914200,1253
"1601","Georgia",2005,"female",0.821018062397373,2192400,1552
"1602","Georgia",2005,"male",3.55743452258198,1939600,1552
"1603","Georgia",2006,"female",0.589101620029455,2206750,1859
"1604","Georgia",2006,"male",3.01058808521495,1959750,1859
"1605","Georgia",2007,"female",0.909442284519019,2199150,2448
"1606","Georgia",2007,"male",4.29502748306276,1955750,2448
"1607","Georgia",2009,"female",1.77409816676523,2198300,2589
"1608","Georgia",2009,"male",7.6002958504425,1960450,2589
"1609","Georgia",2010,"female",0.723327305605787,2212000,2775
"1610","Georgia",2010,"male",4.84408113835907,1981800,2775
"1611","Georgia",2011,"female",0.677139761646804,2215200,3435
"1612","Georgia",2011,"male",4.22662775485559,1987400,3435
"1613","Georgia",2012,"female",0.587650302865925,2212200,3772
"1614","Georgia",2012,"male",4.57585357268567,1988700,3772
"1615","Georgia",2013,"female",1.04246929248062,2206300,3850
"1616","Georgia",2013,"male",6.74621154911141,1986300,3850
"1617","Georgia",2014,"female",1.97109067017083,1826400,4757
"1618","Georgia",2014,"male",9.60953655273081,1644200,4757
"1619","Georgia",2015,"female",2.64229879995596,1816600,4046
"1620","Georgia",2015,"male",8.77086124984773,1641800,4046
"1621","Germany",1990,"female",11.2726254946217,38943900,23546
"1622","Germany",1990,"male",26.4723767107503,36014900,23546
"1623","Germany",1991,"female",11.1236580841964,39141800,24662
"1624","Germany",1991,"male",26.5609656132321,36354100,24662
"1625","Germany",1992,"female",10.497540750376,39361600,27888
"1626","Germany",1992,"male",25.3629987408247,36770100,27888
"1627","Germany",1993,"female",9.41683770976448,39609900,26937
"1628","Germany",1993,"male",24.0967095620369,37183500,26937
"1629","Germany",1994,"female",9.02133137552675,39772400,28588
"1630","Germany",1994,"male",24.4176406087026,37391000,28588
"1631","Germany",1995,"female",9.18161872990112,39927600,33420
"1632","Germany",1995,"male",24.5136217799622,37619900,33420
"1633","Germany",1996,"female",8.73056095789009,40054700,32147
"1634","Germany",1996,"male",23.0729780743263,37827800,32147
"1635","Germany",1997,"female",8.52615418357276,40123600,28420
"1636","Germany",1997,"male",23.2841296321187,37944300,28420
"1637","Germany",1998,"female",7.66124005883673,40111000,28733
"1638","Germany",1998,"male",22.6053145276224,37960100,28733
"1639","Germany",1999,"female",7.6720987851264,40119400,28154
"1640","Germany",1999,"male",21.2562266910036,38021800,28154
"1641","Germany",2000,"female",7.31481197371709,40151408,24922
"1642","Germany",2000,"male",21.3595680074626,38090658,24922
"1643","Germany",2001,"female",7.38712088915176,40218646,24874
"1644","Germany",2001,"male",21.4538866558396,38202868,24874
"1645","Germany",2002,"female",7.59065962261394,40299528,26441
"1646","Germany",2002,"male",21.1742801338219,38334243,26441
"1647","Germany",2003,"female",7.37006924890293,40338834,31816
"1648","Germany",2003,"male",21.297515330658,38417627,31816
"1649","Germany",2004,"female",6.92632445138988,40353293,35772
"1650","Germany",2004,"male",20.6612209554288,38458521,35772
"1651","Germany",2005,"female",6.78726993626731,40354959,36289
"1652","Germany",2005,"male",19.5629215746606,38496295,36289
"1653","Germany",2006,"female",6.30865089376646,40325579,38088
"1654","Germany",2006,"male",18.7801523579142,38503415,38088
"1655","Germany",2007,"female",5.95119410076526,40277631,43667
"1656","Germany",2007,"male",18.2134818520004,38498954,43667
"1657","Germany",2008,"female",6.00522668661045,40198316,47702
"1658","Germany",2008,"male",18.3156025561562,38464473,47702
"1659","Germany",2009,"female",5.92163660959878,40073381,43570
"1660","Germany",2009,"male",18.7777420226453,38375221,43570
"1661","Germany",2010,"female",6.39786451833093,39997721,43614
"1662","Germany",2010,"male",19.4804114567452,38351346,43614
"1663","Germany",2011,"female",6.26034445606214,39965852,47947
"1664","Germany",2011,"male",19.9217357776356,38405288,47947
"1665","Germany",2012,"female",6.52044006642595,39981964,45142
"1666","Germany",2012,"male",18.919616444425,38526151,45142
"1667","Germany",2013,"female",6.66522940543397,39533523,48563
"1668","Germany",2013,"male",19.7575539321467,37737465,48563
"1669","Germany",2014,"female",6.53272757682909,39615918,50167
"1670","Germany",2014,"male",20.1099464997398,37936451,50167
"1671","Germany",2015,"female",6.74894701345144,39783984,43201
"1672","Germany",2015,"male",19.3024224970451,38352699,43201
"1673","Greece",1985,"female",2.70664608487873,4729100,5156
"1674","Greece",1985,"male",6.09286672678882,4546300,5156
"1675","Greece",1986,"female",2.12287449818189,4757700,6040
"1676","Greece",1986,"male",6.3807005659594,4576300,6040
"1677","Greece",1987,"female",2.38438852983623,4781100,6994
"1678","Greece",1987,"male",6.42598180752448,4606300,6994
"1679","Greece",1988,"female",2.38936214419281,4813000,8070
"1680","Greece",1988,"male",6.21091222773345,4637000,8070
"1681","Greece",1989,"female",2.16450216450216,4851000,8310
"1682","Greece",1989,"male",5.9446167005239,4676500,8310
"1683","Greece",1990,"female",1.59417920209287,4892800,10179
"1684","Greece",1990,"male",5.73642098133017,4724200,10179
"1685","Greece",1991,"female",1.69939657260035,4942931,10816
"1686","Greece",1991,"male",6.21571286169118,4778213,10816
"1687","Greece",1992,"female",1.442412868246,4991636,11818
"1688","Greece",1992,"male",5.76146422967055,4842519,11818
"1689","Greece",1993,"female",2.06613868876481,5033544,10957
"1690","Greece",1993,"male",6.28974357246407,4896861,10957
"1691","Greece",1994,"female",1.45865923197255,5073152,11638
"1692","Greece",1994,"male",5.68161139395606,4945780,11638
"1693","Greece",1995,"female",1.25215360637847,5111194,13550
"1694","Greece",1995,"male",6.13172631340175,4990438,13550
"1695","Greece",1996,"female",1.20445672299574,5147549,14330
"1696","Greece",1996,"male",5.8438499442449,5030930,14330
